GEOID20,INTPTLAT20,INTPTLON20,ALAND20,pop2020
060590015013019,+33.9403166,-117.9105338,106324,269
060590015013020,+33.9387741,-117.9093396,46369,138
060590015031000,+33.9085692,-117.9052910,39245,140
060590015031001,+33.9094762,-117.9058007,10878,82
060590015031002,+33.9098939,-117.9064456,16940,102
060590015031003,+33.9102455,-117.9075431,20180,54
060590015031004,+33.9097270,-117.9096528,35806,79
060590015031005,+33.9079682,-117.9068690,17744,56
060590015031006,+33.9082240,-117.9077628,21743,87
060590015031007,+33.9084306,-117.9086997,30281,108
060590015031008,+33.9082102,-117.9102907,32517,79
060590015031009,+33.9076242,-117.9115662,13614,43
060590015031010,+33.9070438,-117.9103444,24680,90
060590015031011,+33.9069805,-117.9065045,7462,79
060590015032000,+33.9158831,-117.9013517,21165,108
060590015032001,+33.9128770,-117.9069179,312552,818
060590015032002,+33.9149823,-117.9044508,21996,74
060590015032003,+33.9146365,-117.9033359,23642,69
060590015032004,+33.9134556,-117.9040577,8430,51
060590015032005,+33.9116682,-117.9036178,46336,216
060590015032006,+33.9142228,-117.9022384,23779,1
060590015033000,+33.9056805,-117.9068733,21539,62
060590015033001,+33.9063961,-117.9063087,6595,60
060590015033002,+33.9067098,-117.9089623,25803,75
060590015033003,+33.9067177,-117.9130981,34186,101
060590015033004,+33.9054699,-117.9146950,68494,94
060590015033005,+33.9050841,-117.9140586,20820,50
060590015033006,+33.9034709,-117.9121715,22007,66
060590015033007,+33.9051532,-117.9110358,23885,78
060590015033008,+33.9059865,-117.9087728,21000,63
060590015033009,+33.9052266,-117.9090011,26246,74
060590015033010,+33.9045397,-117.9131156,13417,22
060590015033011,+33.9050955,-117.9124711,27405,78
060590015033012,+33.9039794,-117.9100751,25727,72
060590015033013,+33.9040265,-117.9082845,36949,156
060590015034000,+33.9245287,-117.9111957,15566,5
060590015034001,+33.9214974,-117.9109342,525749,10
060590015034002,+33.9182098,-117.9102115,23622,7
060590015034003,+33.9183551,-117.9133173,80084,0
060590015034004,+33.9173867,-117.9081440,2987,0
060590015034005,+33.9173851,-117.9101539,1588,0
060590015034006,+33.9174385,-117.9133770,7918,0
060590015034007,+33.9170026,-117.9151609,40503,104
060590015034008,+33.9156717,-117.9143103,21387,69
060590015034009,+33.9151238,-117.9131573,77876,218
060590015034010,+33.9155725,-117.9113427,35623,96
060590015034011,+33.9127906,-117.9104630,265268,203
060590015034012,+33.9158137,-117.9096407,76154,181
060590015034013,+33.9120030,-117.9140246,64461,147
060590015034014,+33.9128965,-117.9148931,20092,68
060590015034015,+33.9119342,-117.9148645,11027,43
060590015035000,+33.9242333,-117.8966276,11526,0
060590015035001,+33.9236691,-117.8980702,25670,49
060590015035002,+33.9235398,-117.8987521,17404,47
060590015035003,+33.9230705,-117.9001703,28819,91
060590015035004,+33.9210450,-117.9013320,142888,249
060590015035005,+33.9206028,-117.8981274,3010,0
060590015035006,+33.9206077,-117.9010146,7720,46
060590015035007,+33.9205847,-117.8992057,14756,59
060590015035008,+33.9195801,-117.9005904,14833,46
060590015035009,+33.9213035,-117.9042866,272591,26
060590015035010,+33.9240115,-117.9045973,43386,0
060590015035011,+33.9247283,-117.9013329,4474,0
060590015035012,+33.9245899,-117.9045789,6826,0
060590015035013,+33.9174256,-117.9043789,10529,0
060590015035014,+33.9179614,-117.9009970,46135,99
060590015035015,+33.9193207,-117.8995445,20569,0
060590015035016,+33.9190170,-117.8989843,3747,0
060590015035017,+33.9174593,-117.8998238,3368,0
060590015035018,+33.9231287,-117.8972246,10038,0
060590015035019,+33.9203263,-117.9006916,3095,28
060590015035020,+33.9200410,-117.9004462,2220,24
060590015041000,+33.9199137,-117.8817451,83820,0
060590015041001,+33.9211926,-117.8828719,1388,0
060590015041002,+33.9197480,-117.8869250,264791,302
060590015041003,+33.9205560,-117.8870015,32997,149
060590015041004,+33.9206162,-117.8911637,12575,58
060590015041005,+33.9198856,-117.8912082,26189,114
060590015041006,+33.9191142,-117.8917414,23575,106
060590015041007,+33.9182214,-117.8918282,26867,249
060590015041008,+33.9186158,-117.8829387,2058,0
060590015041009,+33.9153401,-117.8827821,15185,13
060590015041010,+33.9126270,-117.8860828,105616,0
060590015041011,+33.9145684,-117.8824078,21377,0
060590015041012,+33.9195301,-117.8805066,9000,0
060590015041013,+33.9122263,-117.8888348,4207,0
060590015041014,+33.9153730,-117.8864912,347785,22
060590015041015,+33.9116923,-117.8875849,6626,0
060590015042000,+33.9101726,-117.8888037,5820,0
060590015042001,+33.9113094,-117.8913953,203280,526
060590015042002,+33.9110209,-117.8938013,21756,45
060590015042003,+33.9137404,-117.8952310,30989,61
060590015042004,+33.9146618,-117.8976460,30646,123
060590015042005,+33.9150576,-117.8991361,21058,50
060590015042006,+33.9154643,-117.9001624,19412,59
060590015042007,+33.9155649,-117.9007824,2622,0
060590015042008,+33.9139602,-117.9016079,3931,0
060590015042009,+33.9137712,-117.9010437,20090,118
060590015042010,+33.9133884,-117.9000403,23706,105
060590015042011,+33.9129953,-117.8989805,22234,55
060590015042012,+33.9126191,-117.8979340,22704,93
060590015042013,+33.9138655,-117.8972570,9814,65
060590015042014,+33.9134337,-117.8961748,10995,48
060590015042015,+33.9120032,-117.8963984,43195,107
060590015042016,+33.9114207,-117.8948309,21468,22
060590015043000,+33.9200569,-117.8967758,85943,554
060590015043001,+33.9198105,-117.8954274,4267,42
060590015043002,+33.9197211,-117.8940425,65151,198
060590015043003,+33.9184749,-117.8973164,21810,119
060590015043004,+33.9182785,-117.8961005,18924,93
060590015043005,+33.9183419,-117.8951276,8437,48
060590015043006,+33.9183640,-117.8945424,8111,32
060590015044000,+33.9166899,-117.8914181,74182,160
060590015044001,+33.9166303,-117.8937172,24682,135
060590015044002,+33.9160959,-117.8948473,37227,298
060590015044003,+33.9163321,-117.8964881,54909,172
060590015044004,+33.9168162,-117.8981820,22467,109
060590015044005,+33.9171850,-117.8992622,19853,0
060590015044006,+33.9161269,-117.8992181,3584,0
060590015044007,+33.9147869,-117.8956760,7279,0
060590015044008,+33.9148356,-117.8936598,17103,109
060590015044009,+33.9144309,-117.8912659,82666,244
060590015044010,+33.9132176,-117.8914834,5179,0
060590015051000,+33.9088374,-117.8828311,10074,0
060590015051001,+33.9090075,-117.8853502,151252,0
060590015051002,+33.9109404,-117.8868893,26516,0
060590015051003,+33.9082162,-117.8874799,64981,0
060590015051004,+33.9073578,-117.8896859,2327,0
060590015051005,+33.8997719,-117.8858051,683749,586
060590015051006,+33.8947862,-117.8881908,6140,0
060590015051007,+33.8984552,-117.8895305,25383,50
060590015051008,+33.9055670,-117.8881760,58245,169
060590015051009,+33.9041520,-117.8897552,1974,0
060590015051010,+33.9022225,-117.8834010,6331,12
060590015051011,+33.8998489,-117.8886866,32571,125
060590015051012,+33.9018953,-117.8898514,5462,0
060590015051013,+33.8990490,-117.8911248,5459,0
060590015051014,+33.8983346,-117.8905165,39013,66
060590015051015,+33.8971989,-117.8909026,3420,0
060590015051016,+33.8960986,-117.8897938,1750,0
060590015051017,+33.8946796,-117.8883452,4164,0
060590015051018,+33.8935061,-117.8864481,2248,0
060590015051019,+33.9057149,-117.8897221,2629,0
060590015052000,+33.9078764,-117.8902000,9972,49
060590015052001,+33.9078406,-117.8916070,49552,135
060590015052002,+33.9080570,-117.8930806,14797,47
060590015052003,+33.9092487,-117.8929849,17386,39
060590015052004,+33.9082174,-117.8952938,55193,145
060590015052005,+33.9081009,-117.8966180,19453,71
060590015052006,+33.9097230,-117.8957415,21454,68
060590015052007,+33.9100408,-117.8979241,84417,256
060590015052008,+33.9118966,-117.9001494,20667,63
060590015052009,+33.9114444,-117.9010413,45187,193
060590015052010,+33.9122991,-117.9024920,3725,23
060590015052011,+33.9106346,-117.9034005,3585,0
060590015052012,+33.9103089,-117.9018880,45691,112
060590015052013,+33.9093934,-117.9008434,29981,118
060590015052014,+33.9086987,-117.9016536,45216,166
060590015052015,+33.9093551,-117.9041083,1532,0
060590015052016,+33.9085404,-117.9045428,1560,0
060590015052017,+33.9083925,-117.9030018,52712,195
060590015052018,+33.9076826,-117.9003048,22970,81
060590015052019,+33.9082601,-117.8976436,19525,78
060590015052020,+33.9067893,-117.8918035,14736,55
060590015052021,+33.9066965,-117.8960937,17468,40
060590015052022,+33.9063221,-117.9003345,43390,189
060590015052023,+33.9072827,-117.9039255,21776,233
060590015052024,+33.9076881,-117.9050019,1638,55
060590015052025,+33.9068175,-117.9054685,1479,0
060590015052026,+33.9064353,-117.9044286,20293,160
060590015052027,+33.9082173,-117.8941058,19386,51
060590015053000,+33.9007300,-117.8990240,496318,1152
060590015053001,+33.9014354,-117.8961638,35117,91
060590015053002,+33.9025687,-117.8992848,27107,62
060590015053003,+33.8996052,-117.9024123,1972,0
060590015053004,+33.9014309,-117.8992384,14041,65
060590015053005,+33.9003791,-117.9017018,4962,30
060590015053006,+33.8995800,-117.9042384,2673,0
060590015053007,+33.8997746,-117.9060634,5534,62
060590015053008,+33.9022601,-117.9045681,68306,163
060590015053009,+33.9033865,-117.8940165,3872,0
060590015053010,+33.9021891,-117.8966505,26252,77
060590015053011,+33.9031696,-117.9061862,2212,0
060590015053012,+33.9033420,-117.8985131,1443,0
060590015053013,+33.9004157,-117.9052915,31073,282
060590015053014,+33.9032538,-117.9018665,3698,0
060590015053015,+33.9023313,-117.9078614,2742,0
060590015053016,+33.9005979,-117.9086697,2569,0
060590015053017,+33.9002905,-117.9079454,26043,218
060590015053018,+33.8995021,-117.9080970,3822,0
060590015053019,+33.8995429,-117.9060448,2504,0
060590015053020,+33.8995904,-117.8998072,14449,0
060590015054000,+33.9048641,-117.8906704,33248,90
060590015054001,+33.9040238,-117.8902084,8400,30
060590015054002,+33.9062245,-117.8920114,26839,93
060590015054003,+33.9055915,-117.8952843,32443,99
060590015054004,+33.9061186,-117.8962439,24736,87
060590015054005,+33.9051871,-117.8982989,16251,37
060590015054006,+33.9052539,-117.8998904,21522,47
060590015054007,+33.9056960,-117.9017777,31902,105
060590015054008,+33.9040773,-117.9021141,61569,154
060590015054009,+33.9055278,-117.9045824,23133,59
060590015054010,+33.9060167,-117.9058974,1290,0
060590015054011,+33.9044421,-117.9067596,3719,0
060590015054012,+33.9042433,-117.9057941,45138,87
060590015054013,+33.9040519,-117.9043078,15789,41
060590015054014,+33.9051022,-117.8920425,29225,59
060590015054015,+33.9046108,-117.8951047,52716,136
060590015054016,+33.9042066,-117.8987166,42082,97
060590015054017,+33.9038169,-117.8940242,36989,62
060590015061000,+33.9428229,-117.8891260,1770400,2
060590015061001,+33.9411212,-117.8852007,12261,0
060590015061002,+33.9413063,-117.8987535,2647,17
060590015061003,+33.9457313,-117.8986658,37602,0
060590015061004,+33.9369368,-117.8947905,135730,430
060590015061005,+33.9354295,-117.8978003,117273,189
060590015061006,+33.9357818,-117.9007854,27657,73
060590015061007,+33.9383837,-117.9012319,32821,101
060590015061008,+33.9368469,-117.9002308,44922,114
060590015061009,+33.9377455,-117.9003686,27560,97
060590015061010,+33.9365389,-117.9033810,21902,55
060590015061011,+33.9368164,-117.9026999,18916,73
060590015061012,+33.9321210,-117.8963767,6829,0
060590015061013,+33.9340979,-117.8941395,62881,346
060590015061014,+33.9346922,-117.8996526,13241,44
060590015061015,+33.9335479,-117.9007756,80212,551
060590015061016,+33.9341818,-117.9016277,8135,46
060590015061017,+33.9341950,-117.8968896,42500,117
060590015061018,+33.9320304,-117.9006171,3715,0
060590015062000,+33.9448623,-117.8699089,30176,0
060590015062001,+33.9422721,-117.8742691,101998,0
060590015062002,+33.9403578,-117.8794412,24680,0
060590015062003,+33.9369613,-117.8822173,602339,130
060590015062004,+33.9383190,-117.8887853,230191,0
060590015062005,+33.9326920,-117.8877783,292713,559
060590015062006,+33.9295299,-117.8905947,18773,74
060590015062007,+33.9314953,-117.8862091,69325,141
060590015062008,+33.9350570,-117.8873429,10839,50
060590015062009,+33.9294379,-117.8857717,80410,123
060590015062010,+33.9284189,-117.8812130,126084,122
060590015062011,+33.9277245,-117.8824023,28786,68
060590015062012,+33.9312031,-117.8820266,100547,195
060590015062013,+33.9386883,-117.8774704,1822,0
060590015062014,+33.9271470,-117.8800178,21462,0
060590015062015,+33.9354084,-117.8782369,17561,0
060590015062016,+33.9330480,-117.8912491,150279,378
060590015062017,+33.9339549,-117.8923313,11058,54
060590015062018,+33.9329894,-117.8923019,10384,69
060590015062019,+33.9352341,-117.8928122,14002,51
060590015062020,+33.9297275,-117.8913807,29514,73
060590015062021,+33.9275610,-117.8870858,22756,54
060590015062022,+33.9279907,-117.8861531,26854,90
060590015062023,+33.9274897,-117.8838734,18450,58
060590015071000,+33.9292852,-117.8983464,187231,1756
060590015071001,+33.9311851,-117.9007274,46674,474
060590015071002,+33.9304046,-117.9038782,138036,124
060590015071003,+33.9290566,-117.9011661,31020,9
060590015071004,+33.9288124,-117.9051815,40437,0
060590015071005,+33.9264715,-117.9035225,223747,32
060590015071006,+33.9267765,-117.9008619,12128,0
060590015072000,+33.9316094,-117.8944900,7711,52
060590015072001,+33.9314372,-117.8948000,2284,41
060590015072002,+33.9312998,-117.8951412,4641,34
060590015072003,+33.9284640,-117.8971125,75454,575
060590015072004,+33.9268846,-117.8964664,74111,228
060590015072005,+33.9307589,-117.8952271,2171,42
060590015072006,+33.9248075,-117.8986856,3314,42
060590015072007,+33.9248613,-117.8967193,2360,0
060590015073000,+33.9276893,-117.8936323,201244,448
060590015073001,+33.9289486,-117.8926028,22228,151
060590015073002,+33.9281244,-117.8930525,2868,52
060590015073003,+33.9292224,-117.8918490,7159,87
060590015073004,+33.9276194,-117.8909844,15287,137
060590015073005,+33.9264934,-117.8904437,37116,213
060590015073006,+33.9255981,-117.8910835,3409,35
060590015073007,+33.9269161,-117.8910637,2417,33
060590015073008,+33.9270927,-117.8871800,22877,87
060590015073009,+33.9263487,-117.8872189,29818,88
060590015073010,+33.9264474,-117.8893167,15943,76
060590015073011,+33.9250014,-117.8907799,2941,0
060590015073012,+33.9228399,-117.8911763,295059,72
060590015073013,+33.9239273,-117.8863729,56922,0
060590015073014,+33.9249349,-117.8937866,5880,0
060590015073015,+33.9240576,-117.8955751,20959,0
060590015073016,+33.9238448,-117.8890389,64288,0
060590015073017,+33.9234246,-117.8912008,5070,0
060590015073018,+33.9252195,-117.8842017,4560,0
060590015073019,+33.9260169,-117.8842635,42155,113
060590015073020,+33.9254009,-117.8877595,16010,62
060590015073021,+33.9259411,-117.8882160,10364,36
060590015073022,+33.9234760,-117.8813088,65204,76
060590015073023,+33.9231186,-117.8820450,24852,45
060590015073024,+33.9252496,-117.8814981,3901,0
060590015073025,+33.9231491,-117.8801634,12117,0
060590015073026,+33.9283975,-117.8925137,1652,32
060590015073027,+33.9251498,-117.8874715,5757,0
060590015073028,+33.9237049,-117.8835948,50007,147
060590016021000,+33.8961362,-117.9045012,764542,0
060590016021001,+33.8967500,-117.9104228,33215,138
060590016021002,+33.8979562,-117.9097451,35271,104
060590016021003,+33.8941250,-117.9023370,47736,55
060590016021004,+33.8926692,-117.9064677,28195,28
060590016021005,+33.8941008,-117.9133618,69337,126
060590016021006,+33.8960298,-117.9123983,8183,0
060590016021007,+33.8977072,-117.9106449,6499,0
060590016021008,+33.8911530,-117.9072880,128909,78
060590016021009,+33.8913918,-117.9128832,26083,62
060590016021010,+33.8917787,-117.9147775,38025,79
060590016021011,+33.8974371,-117.9085540,59755,277
060590016022000,+33.8888696,-117.9020242,409683,343
060590016022001,+33.8862736,-117.9062964,244369,167
060590016022002,+33.8842419,-117.9032168,78192,159
060590016022003,+33.8850847,-117.8996243,20622,35
060590016022004,+33.8838767,-117.9003589,57816,99
060590016022005,+33.8824181,-117.9002656,58218,141
060590016022006,+33.8822077,-117.9039528,26237,71
060590016022007,+33.8818460,-117.9020471,24296,72
060590016023000,+33.8971751,-117.8930869,47387,0
060590016023001,+33.8966050,-117.8964686,48033,0
060590016023002,+33.8944719,-117.8944923,222930,221
060590016023003,+33.8911705,-117.8983305,297068,153
060590016023004,+33.8946779,-117.8979251,12412,17
060590016023005,+33.8905763,-117.8933112,164101,140
060590016023006,+33.8860452,-117.8974170,41725,63
060590016023007,+33.8880809,-117.8936348,83531,130
060590016023008,+33.8866848,-117.8942747,54625,133
060590016023009,+33.8845411,-117.8969492,70095,25
060590016023010,+33.8855148,-117.8942687,26500,52
060590016023011,+33.8869925,-117.8911198,23584,0
060590016023012,+33.8836281,-117.8950140,37603,0
060590016023013,+33.8822067,-117.8970590,39286,0
060590016023014,+33.8809355,-117.8977231,15799,44
060590016024000,+33.8901414,-117.9104680,50968,30
060590016024001,+33.8893248,-117.9129023,87691,178
060590016024002,+33.8903840,-117.9132986,36029,71
060590016024003,+33.8910426,-117.9166589,48714,113
060590016024004,+33.8888064,-117.9185698,6965,0
060590016024005,+33.8893977,-117.9177896,22774,224
060590016024006,+33.8870505,-117.9184750,69937,325
060590016024007,+33.8884398,-117.9186771,4001,0
060590016024008,+33.8860278,-117.9174379,110429,319
060590016024009,+33.8874535,-117.9137595,72254,90
060590016025000,+33.8965011,-117.8917616,4673,0
060590016025001,+33.8950484,-117.8897369,77272,80
060590016025002,+33.8913394,-117.8887288,289982,558
060590016025003,+33.8918195,-117.8858335,4579,20
060590016025004,+33.8942893,-117.8915320,12229,14
